id,sb_id,name,display_name,display_order,description,created_by,updated_by,created_at,updated_at,deleted_at,display_help,help_url
1,170,1,1 - Crown,1,Crown,System,System,2018-04-29 18:35:16,2019-12-27 05:09:03,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
518,170,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
519,174,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
520,174,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
521,175,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
522,175,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
523,176,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
524,176,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
525,177,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
526,177,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
527,178,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
528,178,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
529,179,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
530,179,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
531,180,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
532,180,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
533,181,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
534,181,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
535,182,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
536,182,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
537,183,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
538,183,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
539,184,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
540,184,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
541,185,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
542,185,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
543,186,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
544,186,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
545,187,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
546,187,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
547,188,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
548,188,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
549,189,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
550,189,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
551,190,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
552,190,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
553,191,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
554,191,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
555,192,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
556,192,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
557,193,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
558,193,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
559,194,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
560,194,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
561,195,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
562,195,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
563,196,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
564,196,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
565,197,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
566,197,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
567,198,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
568,198,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
569,199,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
570,199,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
571,200,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
572,200,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
573,201,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
574,201,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
575,202,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
576,202,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
577,203,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
578,203,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
579,204,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
580,204,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
581,205,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
582,205,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
583,208,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
584,208,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
585,209,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
586,209,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
587,211,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
588,211,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
589,212,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
590,212,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
591,213,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
592,213,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
593,214,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
594,214,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
595,215,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
596,215,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
597,216,1,1 - Crown,1,Crown,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
598,216,2,2 - Root,2,Root,System,System,2019-11-09 05:44:39,2019-12-27 05:09:02,,,https://cora-docs.readthedocs.io/en/latest/forensics-anthro-guide/zones/#tooth
